PERSON TYPE,PER,ORIG PURPOSE,TIME USE
CHILD AGE 16 PLUS,2,MEAL,7
CHILD AGE 16 PLUS,2,SOC AND REC,25
CHILD AGE 16 PLUS,2,COMMUTE,0
CHILD AGE 16 PLUS,2,OTHER,21
CHILD AGE 16 PLUS,3,HOME,1345
CHILD AGE 16 PLUS,3,WORK,0
CHILD AGE 16 PLUS,3,SCHOOL,0
CHILD AGE 16 PLUS,3,ESCORT,13
CHILD AGE 16 PLUS,3,SHOP,11
CHILD AGE 16 PLUS,3,MEAL,7
CHILD AGE 16 PLUS,3,SOC AND REC,25
CHILD AGE 16 PLUS,3,COMMUTE,0
CHILD AGE 16 PLUS,3,OTHER,21
CHILD AGE 16 PLUS,4,HOME,1345
CHILD AGE 16 PLUS,4,WORK,0
CHILD AGE 16 PLUS,4,SCHOOL,0
CHILD AGE 16 PLUS,4,ESCORT,13
CHILD AGE 16 PLUS,4,SHOP,11
CHILD AGE 16 PLUS,4,MEAL,7
CHILD AGE 16 PLUS,4,SOC AND REC,25
CHILD AGE 16 PLUS,4,COMMUTE,0
CHILD AGE 16 PLUS,4,OTHER,21
CHILD AGE 16 PLUS,5,HOME,1342
CHILD AGE 16 PLUS,5,WORK,0
CHILD AGE 16 PLUS,5,SCHOOL,0
CHILD AGE 16 PLUS,5,ESCORT,13
CHILD AGE 16 PLUS,5,SHOP,11
CHILD AGE 16 PLUS,5,MEAL,7
CHILD AGE 16 PLUS,5,SOC AND REC,25
CHILD AGE 16 PLUS,5,COMMUTE,2
CHILD AGE 16 PLUS,5,OTHER,21
CHILD AGE 16 PLUS,6,HOME,1340
CHILD AGE 16 PLUS,6,WORK,0
CHILD AGE 16 PLUS,6,SCHOOL,0
CHILD AGE 16 PLUS,6,ESCORT,13
CHILD AGE 16 PLUS,6,SHOP,13
CHILD AGE 16 PLUS,6,MEAL,7
CHILD AGE 16 PLUS,6,SOC AND REC,25
CHILD AGE 16 PLUS,6,COMMUTE,3
CHILD AGE 16 PLUS,6,OTHER,21
CHILD AGE 16 PLUS,7,HOME,1309
CHILD AGE 16 PLUS,7,WORK,0
CHILD AGE 16 PLUS,7,SCHOOL,0
CHILD AGE 16 PLUS,7,ESCORT,13
CHILD AGE 16 PLUS,7,SHOP,12
CHILD AGE 16 PLUS,7,MEAL,7
CHILD AGE 16 PLUS,7,SOC AND REC,25
CHILD AGE 16 PLUS,7,COMMUTE,32
CHILD AGE 16 PLUS,7,OTHER,23
CHILD AGE 16 PLUS,8,HOME,1144
CHILD AGE 16 PLUS,8,WORK,0
CHILD AGE 16 PLUS,8,SCHOOL,20
CHILD AGE 16 PLUS,8,ESCORT,15
CHILD AGE 16 PLUS,8,SHOP,3
CHILD AGE 16 PLUS,8,MEAL,7
CHILD AGE 16 PLUS,8,SOC AND REC,25
CHILD AGE 16 PLUS,8,COMMUTE,187
CHILD AGE 16 PLUS,8,OTHER,21
CHILD AGE 16 PLUS,9,HOME,965
CHILD AGE 16 PLUS,9,WORK,22
CHILD AGE 16 PLUS,9,SCHOOL,205
CHILD AGE 16 PLUS,9,ESCORT,32
CHILD AGE 16 PLUS,9,SHOP,3
CHILD AGE 16 PLUS,9,MEAL,7
CHILD AGE 16 PLUS,9,SOC AND REC,31
CHILD AGE 16 PLUS,9,COMMUTE,135
CHILD AGE 16 PLUS,9,OTHER,21
CHILD AGE 16 PLUS,10,HOME,848
CHILD AGE 16 PLUS,10,WORK,30
CHILD AGE 16 PLUS,10,SCHOOL,312
CHILD AGE 16 PLUS,10,ESCORT,29
CHILD AGE 16 PLUS,10,SHOP,3
CHILD AGE 16 PLUS,10,MEAL,7
CHILD AGE 16 PLUS,10,SOC AND REC,48
CHILD AGE 16 PLUS,10,COMMUTE,123
CHILD AGE 16 PLUS,10,OTHER,21
CHILD AGE 16 PLUS,11,HOME,797
CHILD AGE 16 PLUS,11,WORK,33
CHILD AGE 16 PLUS,11,SCHOOL,441
CHILD AGE 16 PLUS,11,ESCORT,29
CHILD AGE 16 PLUS,11,SHOP,14
CHILD AGE 16 PLUS,11,MEAL,7
CHILD AGE 16 PLUS,11,SOC AND REC,40
CHILD AGE 16 PLUS,11,COMMUTE,38
CHILD AGE 16 PLUS,11,OTHER,21
CHILD AGE 16 PLUS,12,HOME,793
CHILD AGE 16 PLUS,12,WORK,38
CHILD AGE 16 PLUS,12,SCHOOL,458
CHILD AGE 16 PLUS,12,ESCORT,30
CHILD AGE 16 PLUS,12,SHOP,15
CHILD AGE 16 PLUS,12,MEAL,7
CHILD AGE 16 PLUS,12,SOC AND REC,24
CHILD AGE 16 PLUS,12,COMMUTE,34
CHILD AGE 16 PLUS,12,OTHER,21
CHILD AGE 16 PLUS,13,HOME,783
CHILD AGE 16 PLUS,13,WORK,38
CHILD AGE 16 PLUS,13,SCHOOL,463
CHILD AGE 16 PLUS,13,ESCORT,30
CHILD AGE 16 PLUS,13,SHOP,13
CHILD AGE 16 PLUS,13,MEAL,7
CHILD AGE 16 PLUS,13,SOC AND REC,24
CHILD AGE 16 PLUS,13,COMMUTE,42
CHILD AGE 16 PLUS,13,OTHER,21
CHILD AGE 16 PLUS,14,HOME,785
CHILD AGE 16 PLUS,14,WORK,38
CHILD AGE 16 PLUS,14,SCHOOL,463
CHILD AGE 16 PLUS,14,ESCORT,30
CHILD AGE 16 PLUS,14,SHOP,9
CHILD AGE 16 PLUS,14,MEAL,7
CHILD AGE 16 PLUS,14,SOC AND REC,24
CHILD AGE 16 PLUS,14,COMMUTE,44
CHILD AGE 16 PLUS,14,OTHER,21
CHILD AGE 16 PLUS,15,HOME,785
CHILD AGE 16 PLUS,15,WORK,38
CHILD AGE 16 PLUS,15,SCHOOL,463
CHILD AGE 16 PLUS,15,ESCORT,30
CHILD AGE 16 PLUS,15,SHOP,9
CHILD AGE 16 PLUS,15,MEAL,13
CHILD AGE 16 PLUS,15,SOC AND REC,24
CHILD AGE 16 PLUS,15,COMMUTE,37
CHILD AGE 16 PLUS,15,OTHER,21
CHILD AGE 16 PLUS,16,HOME,784
CHILD AGE 16 PLUS,16,WORK,38
CHILD AGE 16 PLUS,16,SCHOOL,463
CHILD AGE 16 PLUS,16,ESCORT,30
CHILD AGE 16 PLUS,16,SHOP,6
CHILD AGE 16 PLUS,16,MEAL,12
CHILD AGE 16 PLUS,16,SOC AND REC,24
CHILD AGE 16 PLUS,16,COMMUTE,42
CHILD AGE 16 PLUS,16,OTHER,21
CHILD AGE 16 PLUS,17,HOME,769
CHILD AGE 16 PLUS,17,WORK,38
CHILD AGE 16 PLUS,17,SCHOOL,463
CHILD AGE 16 PLUS,17,ESCORT,30
CHILD AGE 16 PLUS,17,SHOP,4
CHILD AGE 16 PLUS,17,MEAL,9
CHILD AGE 16 PLUS,17,SOC AND REC,27
CHILD AGE 16 PLUS,17,COMMUTE,60
CHILD AGE 16 PLUS,17,OTHER,21
CHILD AGE 16 PLUS,18,HOME,790
CHILD AGE 16 PLUS,18,WORK,38
CHILD AGE 16 PLUS,18,SCHOOL,462
CHILD AGE 16 PLUS,18,ESCORT,30
CHILD AGE 16 PLUS,18,SHOP,0
CHILD AGE 16 PLUS,18,MEAL,9
CHILD AGE 16 PLUS,18,SOC AND REC,25
CHILD AGE 16 PLUS,18,COMMUTE,45
CHILD AGE 16 PLUS,18,OTHER,21
CHILD AGE 16 PLUS,19,HOME,815
CHILD AGE 16 PLUS,19,WORK,38
CHILD AGE 16 PLUS,19,SCHOOL,449
CHILD AGE 16 PLUS,19,ESCORT,30
CHILD AGE 16 PLUS,19,SHOP,0
CHILD AGE 16 PLUS,19,MEAL,9
CHILD AGE 16 PLUS,19,SOC AND REC,26
CHILD AGE 16 PLUS,19,COMMUTE,32
CHILD AGE 16 PLUS,19,OTHER,21
CHILD AGE 16 PLUS,20,HOME,830
CHILD AGE 16 PLUS,20,WORK,38
CHILD AGE 16 PLUS,20,SCHOOL,437
CHILD AGE 16 PLUS,20,ESCORT,30
CHILD AGE 16 PLUS,20,SHOP,0
CHILD AGE 16 PLUS,20,MEAL,9
CHILD AGE 16 PLUS,20,SOC AND REC,24
CHILD AGE 16 PLUS,20,COMMUTE,31
CHILD AGE 16 PLUS,20,OTHER,21
CHILD AGE 16 PLUS,21,HOME,830
CHILD AGE 16 PLUS,21,WORK,38
CHILD AGE 16 PLUS,21,SCHOOL,438
CHILD AGE 16 PLUS,21,ESCORT,30
CHILD AGE 16 PLUS,21,SHOP,0
CHILD AGE 16 PLUS,21,MEAL,9
CHILD AGE 16 PLUS,21,SOC AND REC,23
CHILD AGE 16 PLUS,21,COMMUTE,30
CHILD AGE 16 PLUS,21,OTHER,21
CHILD AGE 16 PLUS,22,HOME,826
CHILD AGE 16 PLUS,22,WORK,38
CHILD AGE 16 PLUS,22,SCHOOL,441
CHILD AGE 16 PLUS,22,ESCORT,30
CHILD AGE 16 PLUS,22,SHOP,0
CHILD AGE 16 PLUS,22,MEAL,7
CHILD AGE 16 PLUS,22,SOC AND REC,25
CHILD AGE 16 PLUS,22,COMMUTE,32
CHILD AGE 16 PLUS,22,OTHER,21
CHILD AGE 16 PLUS,23,HOME,832
CHILD AGE 16 PLUS,23,WORK,36
CHILD AGE 16 PLUS,23,SCHOOL,367
CHILD AGE 16 PLUS,23,ESCORT,20
CHILD AGE 16 PLUS,23,SHOP,5
CHILD AGE 16 PLUS,23,MEAL,7
CHILD AGE 16 PLUS,23,SOC AND REC,44
CHILD AGE 16 PLUS,23,COMMUTE,90
CHILD AGE 16 PLUS,23,OTHER,21
CHILD AGE 16 PLUS,24,HOME,883
CHILD AGE 16 PLUS,24,WORK,29
CHILD AGE 16 PLUS,24,SCHOOL,347
CHILD AGE 16 PLUS,24,ESCORT,19
CHILD AGE 16 PLUS,24,SHOP,12
CHILD AGE 16 PLUS,24,MEAL,7
CHILD AGE 16 PLUS,24,SOC AND REC,42
CHILD AGE 16 PLUS,24,COMMUTE,60
CHILD AGE 16 PLUS,24,OTHER,21
CHILD AGE 16 PLUS,25,HOME,914
CHILD AGE 16 PLUS,25,WORK,52
CHILD AGE 16 PLUS,25,SCHOOL,309
CHILD AGE 16 PLUS,25,ESCORT,16
CHILD AGE 16 PLUS,25,SHOP,11
CHILD AGE 16 PLUS,25,MEAL,7
CHILD AGE 16 PLUS,25,SOC AND REC,25
CHILD AGE 16 PLUS,25,COMMUTE,66
CHILD AGE 16 PLUS,25,OTHER,21
CHILD AGE 16 PLUS,26,HOME,943
CHILD AGE 16 PLUS,26,WORK,47
CHILD AGE 16 PLUS,26,SCHOOL,218
CHILD AGE 16 PLUS,26,ESCORT,41
CHILD AGE 16 PLUS,26,SHOP,10
CHILD AGE 16 PLUS,26,MEAL,7
CHILD AGE 16 PLUS,26,SOC AND REC,33
CHILD AGE 16 PLUS,26,COMMUTE,99
CHILD AGE 16 PLUS,26,OTHER,21
CHILD AGE 16 PLUS,27,HOME,1019
CHILD AGE 16 PLUS,27,WORK,43
CHILD AGE 16 PLUS,27,SCHOOL,112
CHILD AGE 16 PLUS,27,ESCORT,42
CHILD AGE 16 PLUS,27,SHOP,25
CHILD AGE 16 PLUS,27,MEAL,8
CHILD AGE 16 PLUS,27,SOC AND REC,51
CHILD AGE 16 PLUS,27,COMMUTE,101
CHILD AGE 16 PLUS,27,OTHER,21
CHILD AGE 16 PLUS,28,HOME,1088
CHILD AGE 16 PLUS,28,WORK,35
CHILD AGE 16 PLUS,28,SCHOOL,85
CHILD AGE 16 PLUS,28,ESCORT,44
CHILD AGE 16 PLUS,28,SHOP,28
CHILD AGE 16 PLUS,28,MEAL,7
CHILD AGE 16 PLUS,28,SOC AND REC,36
CHILD AGE 16 PLUS,28,COMMUTE,77
CHILD AGE 16 PLUS,28,OTHER,21
CHILD AGE 16 PLUS,29,HOME,1151
CHILD AGE 16 PLUS,29,WORK,35
CHILD AGE 16 PLUS,29,SCHOOL,85
CHILD AGE 16 PLUS,29,ESCORT,48
CHILD AGE 16 PLUS,29,SHOP,23
CHILD AGE 16 PLUS,29,MEAL,12
CHILD AGE 16 PLUS,29,SOC AND REC,24
CHILD AGE 16 PLUS,29,COMMUTE,22
CHILD AGE 16 PLUS,29,OTHER,21
CHILD AGE 16 PLUS,30,HOME,1134
CHILD AGE 16 PLUS,30,WORK,29
CHILD AGE 16 PLUS,30,SCHOOL,97
CHILD AGE 16 PLUS,30,ESCORT,55
CHILD AGE 16 PLUS,30,SHOP,13
CHILD AGE 16 PLUS,30,MEAL,16
CHILD AGE 16 PLUS,30,SOC AND REC,35
CHILD AGE 16 PLUS,30,COMMUTE,21
CHILD AGE 16 PLUS,30,OTHER,21
CHILD AGE 16 PLUS,31,HOME,1139
CHILD AGE 16 PLUS,31,WORK,25
CHILD AGE 16 PLUS,31,SCHOOL,76
CHILD AGE 16 PLUS,31,ESCORT,50
CHILD AGE 16 PLUS,31,SHOP,16
CHILD AGE 16 PLUS,31,MEAL,16
CHILD AGE 16 PLUS,31,SOC AND REC,42
CHILD AGE 16 PLUS,31,COMMUTE,37
CHILD AGE 16 PLUS,31,OTHER,20
CHILD AGE 16 PLUS,32,HOME,1161
CHILD AGE 16 PLUS,32,WORK,25
CHILD AGE 16 PLUS,32,SCHOOL,65
CHILD AGE 16 PLUS,32,ESCORT,58
CHILD AGE 16 PLUS,32,SHOP,19
CHILD AGE 16 PLUS,32,MEAL,15
CHILD AGE 16 PLUS,32,SOC AND REC,48
CHILD AGE 16 PLUS,32,COMMUTE,18
CHILD AGE 16 PLUS,32,OTHER,12
CHILD AGE 16 PLUS,33,HOME,1179
CHILD AGE 16 PLUS,33,WORK,25
CHILD AGE 16 PLUS,33,SCHOOL,49
CHILD AGE 16 PLUS,33,ESCORT,59
CHILD AGE 16 PLUS,33,SHOP,17
CHILD AGE 16 PLUS,33,MEAL,5
CHILD AGE 16 PLUS,33,SOC AND REC,49
CHILD AGE 16 PLUS,33,COMMUTE,26
CHILD AGE 16 PLUS,33,OTHER,12
CHILD AGE 16 PLUS,34,HOME,1207
CHILD AGE 16 PLUS,34,WORK,25
CHILD AGE 16 PLUS,34,SCHOOL,40
CHILD AGE 16 PLUS,34,ESCORT,54
CHILD AGE 16 PLUS,34,SHOP,17
CHILD AGE 16 PLUS,34,MEAL,3
CHILD AGE 16 PLUS,34,SOC AND REC,39
CHILD AGE 16 PLUS,34,COMMUTE,22
CHILD AGE 16 PLUS,34,OTHER,12
CHILD AGE 16 PLUS,35,HOME,1214
CHILD AGE 16 PLUS,35,WORK,24
CHILD AGE 16 PLUS,35,SCHOOL,38
CHILD AGE 16 PLUS,35,ESCORT,48
CHILD AGE 16 PLUS,35,SHOP,22
CHILD AGE 16 PLUS,35,MEAL,5
CHILD AGE 16 PLUS,35,SOC AND REC,31
CHILD AGE 16 PLUS,35,COMMUTE,26
CHILD AGE 16 PLUS,35,OTHER,12
CHILD AGE 16 PLUS,36,HOME,1254
CHILD AGE 16 PLUS,36,WORK,0
CHILD AGE 16 PLUS,36,SCHOOL,24
CHILD AGE 16 PLUS,36,ESCORT,22
CHILD AGE 16 PLUS,36,SHOP,20
CHILD AGE 16 PLUS,36,MEAL,6
CHILD AGE 16 PLUS,36,SOC AND REC,14
CHILD AGE 16 PLUS,36,COMMUTE,67
CHILD AGE 16 PLUS,36,OTHER,12
CHILD AGE 16 PLUS,37,HOME,1328
CHILD AGE 16 PLUS,37,WORK,0
CHILD AGE 16 PLUS,37,SCHOOL,10
CHILD AGE 16 PLUS,37,ESCORT,13
CHILD AGE 16 PLUS,37,SHOP,19
CHILD AGE 16 PLUS,37,MEAL,3
CHILD AGE 16 PLUS,37,SOC AND REC,6
CHILD AGE 16 PLUS,37,COMMUTE,29
CHILD AGE 16 PLUS,37,OTHER,12
CHILD AGE 16 PLUS,38,HOME,1343
CHILD AGE 16 PLUS,38,WORK,0
CHILD AGE 16 PLUS,38,SCHOOL,0
CHILD AGE 16 PLUS,38,ESCORT,13
CHILD AGE 16 PLUS,38,SHOP,11
CHILD AGE 16 PLUS,38,MEAL,3
CHILD AGE 16 PLUS,38,SOC AND REC,6
CHILD AGE 16 PLUS,38,COMMUTE,32
CHILD AGE 16 PLUS,38,OTHER,12
CHILD AGE 16 PLUS,39,HOME,1380
CHILD AGE 16 PLUS,39,WORK,0
CHILD AGE 16 PLUS,39,SCHOOL,0
CHILD AGE 16 PLUS,39,ESCORT,13
CHILD AGE 16 PLUS,39,SHOP,11
CHILD AGE 16 PLUS,39,MEAL,3
CHILD AGE 16 PLUS,39,SOC AND REC,1
CHILD AGE 16 PLUS,39,COMMUTE,0
CHILD AGE 16 PLUS,39,OTHER,12
CHILD AGE 16 PLUS,40,HOME,1380
CHILD AGE 16 PLUS,40,WORK,0
CHILD AGE 16 PLUS,40,SCHOOL,0
CHILD AGE 16 PLUS,40,ESCORT,13
CHILD AGE 16 PLUS,40,SHOP,11
CHILD AGE 16 PLUS,40,MEAL,3
CHILD AGE 16 PLUS,40,SOC AND REC,1
CHILD AGE 16 PLUS,40,COMMUTE,0
CHILD AGE 16 PLUS,40,OTHER,12
CHILD AGE 16 PLUS,41,HOME,1380
CHILD AGE 16 PLUS,41,WORK,0
CHILD AGE 16 PLUS,41,SCHOOL,0
CHILD AGE 16 PLUS,41,ESCORT,13
CHILD AGE 16 PLUS,41,SHOP,11
CHILD AGE 16 PLUS,41,MEAL,3
CHILD AGE 16 PLUS,41,SOC AND REC,1
CHILD AGE 16 PLUS,41,COMMUTE,0
CHILD AGE 16 PLUS,41,OTHER,12
CHILD AGE 16 PLUS,42,HOME,1381
CHILD AGE 16 PLUS,42,WORK,0
CHILD AGE 16 PLUS,42,SCHOOL,0
CHILD AGE 16 PLUS,42,ESCORT,13
CHILD AGE 16 PLUS,42,SHOP,11
CHILD AGE 16 PLUS,42,MEAL,3
CHILD AGE 16 PLUS,42,SOC AND REC,0
CHILD AGE 16 PLUS,42,COMMUTE,0
CHILD AGE 16 PLUS,42,OTHER,12
CHILD AGE 16 PLUS,43,HOME,1381
CHILD AGE 16 PLUS,43,WORK,0
CHILD AGE 16 PLUS,43,SCHOOL,0
CHILD AGE 16 PLUS,43,ESCORT,13
CHILD AGE 16 PLUS,43,SHOP,11
CHILD AGE 16 PLUS,43,MEAL,3
CHILD AGE 16 PLUS,43,SOC AND REC,0
CHILD AGE 16 PLUS,43,COMMUTE,0
CHILD AGE 16 PLUS,43,OTHER,12
CHILD AGE 16 PLUS,44,HOME,1381
CHILD AGE 16 PLUS,44,WORK,0
CHILD AGE 16 PLUS,44,SCHOOL,0
CHILD AGE 16 PLUS,44,ESCORT,13
CHILD AGE 16 PLUS,44,SHOP,11
CHILD AGE 16 PLUS,44,MEAL,3
CHILD AGE 16 PLUS,44,SOC AND REC,0
CHILD AGE 16 PLUS,44,COMMUTE,0
CHILD AGE 16 PLUS,44,OTHER,12
CHILD AGE 16 PLUS,45,HOME,1381
CHILD AGE 16 PLUS,45,WORK,0
CHILD AGE 16 PLUS,45,SCHOOL,0
CHILD AGE 16 PLUS,45,ESCORT,13
CHILD AGE 16 PLUS,45,SHOP,11
CHILD AGE 16 PLUS,45,MEAL,3
CHILD AGE 16 PLUS,45,SOC AND REC,0
CHILD AGE 16 PLUS,45,COMMUTE,0
CHILD AGE 16 PLUS,45,OTHER,12
CHILD AGE 16 PLUS,46,HOME,1381
CHILD AGE 16 PLUS,46,WORK,0
CHILD AGE 16 PLUS,46,SCHOOL,0
CHILD AGE 16 PLUS,46,ESCORT,13
CHILD AGE 16 PLUS,46,SHOP,11
CHILD AGE 16 PLUS,46,MEAL,3
CHILD AGE 16 PLUS,46,SOC AND REC,0
CHILD AGE 16 PLUS,46,COMMUTE,0
CHILD AGE 16 PLUS,46,OTHER,12
CHILD AGE 16 PLUS,47,HOME,1381
CHILD AGE 16 PLUS,47,WORK,0
CHILD AGE 16 PLUS,47,SCHOOL,0
CHILD AGE 16 PLUS,47,ESCORT,13
CHILD AGE 16 PLUS,47,SHOP,11
CHILD AGE 16 PLUS,47,MEAL,3
CHILD AGE 16 PLUS,47,SOC AND REC,0
CHILD AGE 16 PLUS,47,COMMUTE,0
CHILD AGE 16 PLUS,47,OTHER,12
CHILD AGE 16 PLUS,48,HOME,1381
CHILD AGE 16 PLUS,48,WORK,0
CHILD AGE 16 PLUS,48,SCHOOL,0
CHILD AGE 16 PLUS,48,ESCORT,13
CHILD AGE 16 PLUS,48,SHOP,11
CHILD AGE 16 PLUS,48,MEAL,3
CHILD AGE 16 PLUS,48,SOC AND REC,0
CHILD AGE 16 PLUS,48,COMMUTE,0
CHILD AGE 16 PLUS,48,OTHER,12
FULL TIME WORKER,1,HOME,23265
FULL TIME WORKER,1,WORK,97
FULL TIME WORKER,1,SCHOOL,0
FULL TIME WORKER,1,ESCORT,0
FULL TIME WORKER,1,SHOP,45
FULL TIME WORKER,1,MEAL,49
FULL TIME WORKER,1,SOC AND REC,33
FULL TIME WORKER,1,COMMUTE,138
FULL TIME WORKER,1,OTHER,101
FULL TIME WORKER,2,HOME,23210
FULL TIME WORKER,2,WORK,140
FULL TIME WORKER,2,SCHOOL,0
FULL TIME WORKER,2,ESCORT,0
FULL TIME WORKER,2,SHOP,46
FULL TIME WORKER,2,MEAL,48
FULL TIME WORKER,2,SOC AND REC,38
FULL TIME WORKER,2,COMMUTE,145
FULL TIME WORKER,2,OTHER,101
FULL TIME WORKER,3,HOME,23208
FULL TIME WORKER,3,WORK,166
FULL TIME WORKER,3,SCHOOL,0
FULL TIME WORKER,3,ESCORT,0
FULL TIME WORKER,3,SHOP,44
FULL TIME WORKER,3,MEAL,48
FULL TIME WORKER,3,SOC AND REC,41
FULL TIME WORKER,3,COMMUTE,119
FULL TIME WORKER,3,OTHER,101
FULL TIME WORKER,4,HOME,23020
FULL TIME WORKER,4,WORK,204
FULL TIME WORKER,4,SCHOOL,0
FULL TIME WORKER,4,ESCORT,0
FULL TIME WORKER,4,SHOP,46
FULL TIME WORKER,4,MEAL,48
FULL TIME WORKER,4,SOC AND REC,63
FULL TIME WORKER,4,COMMUTE,245
FULL TIME WORKER,4,OTHER,101
FULL TIME WORKER,5,HOME,22713
FULL TIME WORKER,5,WORK,287
FULL TIME WORKER,5,SCHOOL,0
FULL TIME WORKER,5,ESCORT,16
FULL TIME WORKER,5,SHOP,71
FULL TIME WORKER,5,MEAL,49
FULL TIME WORKER,5,SOC AND REC,69
FULL TIME WORKER,5,COMMUTE,427
FULL TIME WORKER,5,OTHER,97
FULL TIME WORKER,6,HOME,21619
FULL TIME WORKER,6,WORK,718
FULL TIME WORKER,6,SCHOOL,0
FULL TIME WORKER,6,ESCORT,16
FULL TIME WORKER,6,SHOP,71
FULL TIME WORKER,6,MEAL,74
FULL TIME WORKER,6,SOC AND REC,122
FULL TIME WORKER,6,COMMUTE,1015
FULL TIME WORKER,6,OTHER,93
FULL TIME WORKER,7,HOME,20136
FULL TIME WORKER,7,WORK,1399
FULL TIME WORKER,7,SCHOOL,0
FULL TIME WORKER,7,ESCORT,19
FULL TIME WORKER,7,SHOP,71
FULL TIME WORKER,7,MEAL,62
FULL TIME WORKER,7,SOC AND REC,198
FULL TIME WORKER,7,COMMUTE,1756
FULL TIME WORKER,7,OTHER,88
FULL TIME WORKER,8,HOME,18050
FULL TIME WORKER,8,WORK,2490
FULL TIME WORKER,8,SCHOOL,8
FULL TIME WORKER,8,ESCORT,36
FULL TIME WORKER,8,SHOP,185
FULL TIME WORKER,8,MEAL,107
FULL TIME WORKER,8,SOC AND REC,314
FULL TIME WORKER,8,COMMUTE,2458
FULL TIME WORKER,8,OTHER,82
FULL TIME WORKER,9,HOME,15268
FULL TIME WORKER,9,WORK,4234
FULL TIME WORKER,9,SCHOOL,41
FULL TIME WORKER,9,ESCORT,49
FULL TIME WORKER,9,SHOP,268
FULL TIME WORKER,9,MEAL,157
FULL TIME WORKER,9,SOC AND REC,325
FULL TIME WORKER,9,COMMUTE,3311
FULL TIME WORKER,9,OTHER,75
FULL TIME WORKER,10,HOME,11983
FULL TIME WORKER,10,WORK,6791
FULL TIME WORKER,10,SCHOOL,68
FULL TIME WORKER,10,ESCORT,74
FULL TIME WORKER,10,SHOP,368
FULL TIME WORKER,10,MEAL,161
FULL TIME WORKER,10,SOC AND REC,220
FULL TIME WORKER,10,COMMUTE,4002
FULL TIME WORKER,10,OTHER,61
FULL TIME WORKER,11,HOME,9924
FULL TIME WORKER,11,WORK,9728
FULL TIME WORKER,11,SCHOOL,66
FULL TIME WORKER,11,ESCORT,63
FULL TIME WORKER,11,SHOP,499
FULL TIME WORKER,11,MEAL,184
FULL TIME WORKER,11,SOC AND REC,135
FULL TIME WORKER,11,COMMUTE,3072
FULL TIME WORKER,11,OTHER,59
FULL TIME WORKER,12,HOME,8352
FULL TIME WORKER,12,WORK,12048
FULL TIME WORKER,12,SCHOOL,67
FULL TIME WORKER,12,ESCORT,66
FULL TIME WORKER,12,SHOP,632
FULL TIME WORKER,12,MEAL,168
FULL TIME WORKER,12,SOC AND REC,125
FULL TIME WORKER,12,COMMUTE,2225
FULL TIME WORKER,12,OTHER,46
FULL TIME WORKER,13,HOME,7346
FULL TIME WORKER,13,WORK,13366
FULL TIME WORKER,13,SCHOOL,65
FULL TIME WORKER,13,ESCORT,86
FULL TIME WORKER,13,SHOP,846
FULL TIME WORKER,13,MEAL,148
FULL TIME WORKER,13,SOC AND REC,255
FULL TIME WORKER,13,COMMUTE,1586
FULL TIME WORKER,13,OTHER,32
FULL TIME WORKER,14,HOME,6731
FULL TIME WORKER,14,WORK,14009
FULL TIME WORKER,14,SCHOOL,84
FULL TIME WORKER,14,ESCORT,84
FULL TIME WORKER,14,SHOP,906
FULL TIME WORKER,14,MEAL,151
FULL TIME WORKER,14,SOC AND REC,313
FULL TIME WORKER,14,COMMUTE,1420
FULL TIME WORKER,14,OTHER,32
FULL TIME WORKER,15,HOME,6229
FULL TIME WORKER,15,WORK,14552
FULL TIME WORKER,15,SCHOOL,85
FULL TIME WORKER,15,ESCORT,81
FULL TIME WORKER,15,SHOP,881
FULL TIME WORKER,15,MEAL,159
FULL TIME WORKER,15,SOC AND REC,312
FULL TIME WORKER,15,COMMUTE,1398
FULL TIME WORKER,15,OTHER,32
FULL TIME WORKER,16,HOME,5916
FULL TIME WORKER,16,WORK,14909
FULL TIME WORKER,16,SCHOOL,87
FULL TIME WORKER,16,ESCORT,71
FULL TIME WORKER,16,SHOP,987
FULL TIME WORKER,16,MEAL,206
FULL TIME WORKER,16,SOC AND REC,329
FULL TIME WORKER,16,COMMUTE,1192
FULL TIME WORKER,16,OTHER,32
FULL TIME WORKER,17,HOME,5793
FULL TIME WORKER,17,WORK,15046
FULL TIME WORKER,17,SCHOOL,83
FULL TIME WORKER,17,ESCORT,58
FULL TIME WORKER,17,SHOP,964
FULL TIME WORKER,17,MEAL,266
FULL TIME WORKER,17,SOC AND REC,323
FULL TIME WORKER,17,COMMUTE,1165
FULL TIME WORKER,17,OTHER,30
FULL TIME WORKER,18,HOME,5760
FULL TIME WORKER,18,WORK,14949
FULL TIME WORKER,18,SCHOOL,84
FULL TIME WORKER,18,ESCORT,53
FULL TIME WORKER,18,SHOP,1047
FULL TIME WORKER,18,MEAL,407
FULL TIME WORKER,18,SOC AND REC,315
FULL TIME WORKER,18,COMMUTE,1088
FULL TIME WORKER,18,OTHER,25
FULL TIME WORKER,19,HOME,5721
FULL TIME WORKER,19,WORK,14700
FULL TIME WORKER,19,SCHOOL,72
FULL TIME WORKER,19,ESCORT,56
FULL TIME WORKER,19,SHOP,1064
FULL TIME WORKER,19,MEAL,643
FULL TIME WORKER,19,SOC AND REC,356
FULL TIME WORKER,19,COMMUTE,1086
FULL TIME WORKER,19,OTHER,31
FULL TIME WORKER,20,HOME,5711
FULL TIME WORKER,20,WORK,14518
